Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
90.86337113380432	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2122549e-06	-1.2122549e-06	-0.69491374	0.011934061	0.00045552725	0.00015856675	0.6949593	30049	30049
187.22648096084595	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.433849e-07	3.433849e-07	-0.69319785	0.0038705927	0.0001157508	3.0453957e-05	0.69320947	30049	60098
275.0427420139313	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.7185289e-07	1.7185289e-07	-0.6924135	0.0122281	0.0002045277	3.109479e-05	0.69243395	30049	90147
359.54084730148315	3	0.42211056	2.8253546	31.0	0.0	151.0	0.0	0.002795434	0.002795434	0.0027953058	0.0027953058	-0.69314665	0.00058487715	6.8577117e-07	4.005831e-09	0.6931467	30049	120196
445.5705590248108	4	0.1557789	1.5662436	18.0	0.0	151.0	0.0	0.0010316483	0.0010316483	0.001031654	0.001031654	-0.6931561	0.00016798117	3.0967183e-06	7.353874e-07	0.69315636	30049	150245
531.0999133586884	5	0.030150754	0.42425868	6.0	0.0	151.0	0.0	0.00019967387	0.00019967387	0.00019918403	0.00019918403	-0.69342107	0.011493832	6.90919e-05	1.6825663e-05	0.69342804	30049	180294
617.6554918289185	6	0.2512563	2.2252963	27.0	0.0	151.0	0.0	0.0016639489	0.0016639489	0.001663266	0.001663266	-0.69308156	0.009622374	0.00058606593	0.00015644176	0.69314015	30049	210343
703.1647865772247	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.0098348e-07	-4.0098348e-07	-0.6932491	0.011560194	0.0016334176	0.00069728587	0.6934124	30049	240392
786.4765512943268	8	0.4321608	3.9090374	46.0	0.0	151.0	0.0	0.002861992	0.002861992	0.0028622546	0.0028622546	-0.6929023	0.0028726321	0.00028176617	6.859236e-05	0.6929305	30049	270441
871.6261312961578	9	0.5276382	4.523305	55.0	0.0	151.0	0.0	0.0034942927	0.0034942927	0.0034943423	0.0034943423	-0.69288135	0.003985623	7.378541e-05	1.2319715e-05	0.6928887	30049	300490
958.4046244621277	10	0.07537688	1.0606467	15.0	0.0	151.0	0.0	0.00049918465	0.00049918465	0.0004991305	0.0004991305	-0.6931478	0.00020062113	0.00022763383	6.3724474e-05	0.69317055	30049	330539
1045.5973291397095	11	0.24120604	2.4458168	29.0	0.0	151.0	0.0	0.001597391	0.001597391	0.0015977322	0.0015977322	-0.6931824	0.0014231039	9.56165e-05	1.9313753e-05	0.693192	30049	360588
1134.4994158744812	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.26976e-09	8.26976e-09	-0.6931364	0.0009756094	0.0001519653	4.699316e-05	0.69315165	30049	390637
1220.1458537578583	13	0.07537688	1.0606468	15.0	0.0	151.0	0.0	0.00049918465	0.00049918465	0.00049991073	0.00049991073	-0.69305634	0.001860011	0.00021840035	4.256657e-05	0.69307816	30049	420686
1306.3284356594086	14	0.2964824	4.1718774	59.0	0.0	151.0	0.0	0.0019634597	0.0019634597	0.0019632876	0.0019632876	-0.6931125	0.0005757732	6.503029e-06	2.73078e-06	0.69311297	30049	450735
1389.0360851287842	15	0.20603015	2.8991013	41.0	0.0	151.0	0.0	0.0013644381	0.0013644381	0.0013652996	0.0013652996	-0.6939336	0.00977838	0.0031463895	0.00095661817	0.6942482	30049	480784
