Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
35.51648139953613	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.1478979e-05	1.1478979e-05	-0.71155906	0.077947445	0.005448971	0.0018127593	0.71210396	30049	30049
66.21800756454468	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.403591e-06	4.403591e-06	-0.69952166	0.03494732	0.004051716	0.0043008947	0.69992685	30049	60098
91.96512842178345	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00014602445	0.00014602445	-0.6854201	0.24378671	0.21419555	0.22305419	0.7068396	30049	90147
118.97833180427551	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00033796413	0.00033796413	-0.6254052	0.41898355	0.52736634	0.33720362	0.6781418	30049	120196
145.4763901233673	4	0.14070351	1.9798737	28.0	0.0	151.0	0.0	0.0009318114	0.0009318114	0.0014592397	0.0014592397	-0.5364553	0.46551222	0.64127475	0.32619002	0.6005827	30049	150245
186.21307015419006	5	0.4120603	3.1417208	39.0	0.0	151.0	0.0	0.0027288762	0.0027288762	0.0034186412	0.0034186412	-0.56187737	0.5574699	0.7903052	0.29775617	0.6409079	30049	180294
233.85208654403687	6	2.5678391	8.755424	56.0	0.0	151.0	0.0	0.017005557	0.017005557	0.01780974	0.01780974	-0.48044872	0.433727	0.7726607	0.30782455	0.5577148	30049	210343
271.6598222255707	7	5.3316584	11.685174	54.0	0.0	151.0	0.0	0.035308994	0.035308994	0.036106627	0.036106627	-0.4994717	0.5951963	0.8718382	0.3241945	0.5866555	30049	240392
316.3148012161255	8	8.03015	15.077324	69.0	0.0	151.0	0.0	0.053179808	0.053179808	0.053997967	0.053997967	-0.56614256	0.6257155	0.85927427	0.32696438	0.65207	30049	270441
355.31563091278076	9	9.939698	17.175604	68.0	0.0	151.0	0.0	0.06582582	0.06582582	0.06644905	0.06644905	-0.59949803	0.65235984	0.8023793	0.40528527	0.679736	30049	300490
402.0913920402527	10	10.396985	17.793575	63.0	0.0	151.0	0.0	0.068854205	0.068854205	0.06958035	0.06958035	-0.53407973	0.51815134	0.75000685	0.37530053	0.60908043	30049	330539
443.219366312027	11	12.115578	19.403198	72.0	0.0	151.0	0.0	0.080235615	0.080235615	0.08102094	0.08102094	-0.4812675	0.51314026	0.8032292	0.33551267	0.56159043	30049	360588
487.10942029953003	12	11.869347	19.726345	68.0	0.0	151.0	0.0	0.078604944	0.078604944	0.079481795	0.079481795	-0.47278878	0.5919286	0.9794643	0.41196764	0.5707352	30049	390637
527.3233103752136	13	11.135678	18.456978	68.0	0.0	151.0	0.0	0.07374621	0.07374621	0.0743652	0.0743652	-0.53175443	0.58024615	0.8213363	0.42574057	0.6138881	30049	420686
573.179393529892	14	12.180904	20.199694	69.0	0.0	151.0	0.0	0.08066824	0.08066824	0.08144798	0.08144798	-0.42948472	0.46251386	0.8018586	0.39639196	0.5096706	30049	450735
613.4600958824158	15	12.748744	20.088177	75.0	0.0	151.0	0.0	0.084428765	0.084428765	0.08497638	0.08497638	-0.51511556	0.4372081	0.72178364	0.35237804	0.5872939	30049	480784
658.1237444877625	16	15.743718	21.039795	71.0	0.0	151.0	0.0	0.10426304	0.10426304	0.10476826	0.10476826	-0.52561617	0.37749285	0.6373285	0.3707036	0.58934903	30049	510833
699.630024433136	17	14.0	19.647394	68.0	0.0	151.0	0.0	0.09271523	0.09271523	0.093300134	0.093300134	-0.5531724	0.42491275	0.63148963	0.46243542	0.6163214	30049	540882
746.0501611232758	18	17.155779	21.085394	63.0	0.0	151.0	0.0	0.11361443	0.11361443	0.11397121	0.11397121	-0.59100825	0.39579594	0.62505233	0.38432848	0.65351355	30049	570931
787.8179774284363	19	17.567839	19.85131	69.0	0.0	151.0	0.0	0.116343305	0.116343305	0.11659895	0.11659895	-0.59546363	0.42532018	0.5436505	0.45750466	0.6498287	30049	600980
