Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
8.280086994171143	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019692782	-0.019692782	1008	1008
11.277790546417236	1	-0.40485892	0.08259604	-0.29320493	-0.657525	21.0	0.0	-0.019278998	-0.019278998	-0.019278998	-0.019278998	1008	2016
12.999319553375244	2	-0.4197538	0.070340835	-0.29812744	-0.5426933	21.0	0.0	-0.019988276	-0.019988276	-0.019988276	-0.019988276	1008	3024
14.880314826965332	3	-0.43885252	0.08856198	-0.29661092	-0.65147287	21.0	0.0	-0.020897739	-0.020897739	-0.020897739	-0.020897739	1008	4032
16.6014347076416	4	-0.41270325	0.084880725	-0.26198727	-0.632418	21.0	0.0	-0.019652536	-0.019652536	-0.019652536	-0.019652536	1008	5040
18.36469841003418	5	-0.4112605	0.093506455	-0.26369983	-0.6027685	21.0	0.0	-0.019583832	-0.019583832	-0.019583832	-0.019583832	1008	6048
20.092703580856323	6	-0.4016761	0.07883605	-0.22610977	-0.57674056	21.0	0.0	-0.019127436	-0.019127436	-0.019127436	-0.019127436	1008	7056
21.81426477432251	7	-0.4086568	0.102075614	-0.16342811	-0.7325889	21.0	0.0	-0.019459845	-0.019459845	-0.019459845	-0.019459845	1008	8064
23.683414220809937	8	-0.4186151	0.10660704	-0.21595855	-0.6992402	21.0	0.0	-0.019934053	-0.019934053	-0.019934053	-0.019934053	1008	9072
25.53160309791565	9	-0.4462172	0.09446928	-0.2508086	-0.6842366	21.0	0.0	-0.02124844	-0.02124844	-0.02124844	-0.02124844	1008	10080
27.20694875717163	10	-0.45361874	0.10062437	-0.17654034	-0.66283196	21.0	0.0	-0.02160089	-0.02160089	-0.02160089	-0.02160089	1008	11088
29.01734232902527	11	-0.44960943	0.100303106	-0.27467665	-0.69961303	21.0	0.0	-0.021409975	-0.021409975	-0.021409975	-0.021409975	1008	12096
30.948890686035156	12	0.334054	5.684893	39.301563	-0.71053994	21.0	0.0	0.015907332	0.015907332	0.015907332	0.015907332	1008	13104
32.73701763153076	13	0.3296166	3.9684858	19.389153	-0.7192463	21.0	0.0	0.015696034	0.015696034	0.015696034	0.015696034	1008	14112
34.84402918815613	14	2.8140895	9.143535	39.209385	-0.78291047	21.0	0.0	0.13400425	0.13400425	0.13400425	0.13400425	1008	15120
36.718108892440796	15	2.7899005	8.924365	39.34924	-0.74082685	21.0	0.0	0.13285242	0.13285242	0.13285242	0.13285242	1008	16128
38.521188259124756	16	2.987523	9.185212	39.34777	-0.70382905	21.0	0.0	0.14226303	0.14226303	0.14226303	0.14226303	1008	17136
40.37676668167114	17	3.996458	11.117451	39.344063	-0.8345549	21.0	0.0	0.19030753	0.19030753	0.19030753	0.19030753	1008	18144
42.18067288398743	18	9.992631	17.868593	59.264076	-0.8115586	21.0	0.0	0.47583959	0.47583959	0.47583959	0.47583959	1008	19152
44.132304430007935	19	13.0907545	20.868755	79.28839	-0.8990068	21.0	0.0	0.6233693	0.6233693	0.6233693	0.6233693	1008	20160
46.00617599487305	20	12.044136	20.916086	69.16476	-0.7985288	21.0	0.0	0.57353026	0.57353026	0.57353026	0.57353026	1008	21168
47.75990009307861	21	13.450127	18.408503	59.146683	-0.8685343	21.0	0.0	0.6404821	0.6404821	0.6404821	0.6404821	1008	22176
49.47217011451721	22	15.128623	20.302746	68.95343	-1.2466849	21.0	0.0	0.7204105	0.7204105	0.7204105	0.7204105	1008	23184
51.4963915348053	23	18.224985	23.808279	89.12784	-0.84689844	21.0	0.0	0.8678565	0.8678565	0.8678565	0.8678565	1008	24192
53.42164087295532	24	31.90817	25.213232	79.069405	-0.8735535	21.0	0.0	1.5194368	1.5194368	1.5194368	1.5194368	1008	25200
55.24455642700195	25	28.189577	25.310818	78.939644	-1.0469215	21.0	0.0	1.3423607	1.3423607	1.3423607	1.3423607	1008	26208
57.01918697357178	26	37.9196	25.662525	98.96167	-0.6661874	21.0	0.0	1.8056953	1.8056953	1.8056953	1.8056953	1008	27216
58.96907615661621	27	39.367	25.244827	98.83037	-0.59886384	21.0	0.0	1.874619	1.874619	1.874619	1.874619	1008	28224
60.8559775352478	28	49.30897	24.836523	98.72644	-0.6759744	21.0	0.0	2.3480463	2.3480463	2.3480463	2.3480463	1008	29232
62.6807324886322	29	47.40417	30.745193	98.80616	-0.8392922	21.0	0.0	2.2573414	2.2573414	2.2573414	2.2573414	1008	30240
64.57321071624756	30	43.68428	29.053741	108.80276	-0.939424	21.0	0.0	2.080204	2.080204	2.080204	2.080204	1008	31248
66.59903359413147	31	54.422215	29.85109	108.89785	-0.8265062	21.0	0.0	2.591534	2.591534	2.591534	2.591534	1008	32256
68.56792330741882	32	51.10492	27.863848	108.671326	-0.93060267	21.0	0.0	2.4335675	2.4335675	2.4335675	2.4335675	1008	33264
70.37209486961365	33	54.997173	27.1485	108.54401	-0.7720968	21.0	0.0	2.6189127	2.6189127	2.6189127	2.6189127	1008	34272
72.41089272499084	34	56.06853	22.628096	108.78318	-0.7566552	21.0	0.0	2.6699302	2.6699302	2.6699302	2.6699302	1008	35280
74.2807285785675	35	64.582756	23.418926	118.51854	-0.7338959	21.0	0.0	3.0753691	3.0753691	3.0753691	3.0753691	1008	36288
77.23755097389221	36	62.691757	22.228477	98.82846	-0.6895535	21.0	0.0	2.9853218	2.9853218	2.9853218	2.9853218	1008	37296
80.03760981559753	37	62.222195	26.906073	118.738754	-0.8732268	21.0	0.0	2.9629617	2.9629617	2.9629617	2.9629617	1008	38304
82.63320899009705	38	69.09326	23.643177	108.76975	-0.85387737	21.0	0.0	3.2901554	3.2901554	3.2901554	3.2901554	1008	39312
85.91439962387085	39	67.66851	19.952679	108.76897	28.940327	21.0	0.0	3.2223098	3.2223098	3.2223098	3.2223098	1008	40320
89.58847260475159	40	72.190575	22.159788	118.45178	9.234754	21.0	0.0	3.4376464	3.4376464	3.4376464	3.4376464	1008	41328
92.76164388656616	41	70.49848	24.218851	108.89027	-0.92260253	21.0	0.0	3.3570707	3.3570707	3.3570707	3.3570707	1008	42336
95.62770009040833	42	69.073204	26.26282	108.63905	-0.8682982	21.0	0.0	3.2892003	3.2892003	3.2892003	3.2892003	1008	43344
98.17495155334473	43	72.35953	24.219082	108.51562	-0.9343346	21.0	0.0	3.4456918	3.4456918	3.4456918	3.4456918	1008	44352
100.66658687591553	44	76.92936	21.27448	118.64964	28.823538	21.0	0.0	3.663303	3.663303	3.663303	3.663303	1008	45360
103.11990857124329	45	70.484	23.418655	118.22401	18.880056	21.0	0.0	3.356381	3.356381	3.356381	3.356381	1008	46368
105.57454442977905	46	80.85265	21.473034	118.730255	-0.98758584	21.0	0.0	3.8501265	3.8501265	3.8501265	3.8501265	1008	47376
108.08944416046143	47	78.946396	23.275517	118.584076	19.10765	21.0	0.0	3.7593524	3.7593524	3.7593524	3.7593524	1008	48384
110.3943841457367	48	78.93708	21.113932	108.73004	29.156147	21.0	0.0	3.7589085	3.7589085	3.7589085	3.7589085	1008	49392
