Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
88.00722861289978	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.068851e-06	-1.068851e-06	-0.6927075	0.0027793585	2.4939895e-05	9.551006e-06	0.6927099	30049	30049
182.3378233909607	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.427053e-07	-8.427053e-07	-0.6931109	0.00328427	5.8950005e-05	1.7112974e-05	0.6931168	30049	60098
267.8513431549072	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2686582e-08	-1.2686582e-08	-0.69314706	0.00017158838	6.6299566e-07	3.2232812e-08	0.6931472	30049	90147
353.04150223731995	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.625098e-08	8.625098e-08	-0.69259703	0.0047077136	0.00067248	0.00035494386	0.69266427	30049	120196
438.63444232940674	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	6.22098e-08	6.22098e-08	-0.6930897	0.006156286	0.0008092106	0.00036932222	0.69317055	30049	150245
524.2631258964539	5	0.11557789	1.6263252	23.0	0.0	151.0	0.0	0.0007654165	0.0007654165	0.00076606235	0.00076606235	-0.6931708	0.0037083852	5.044168e-05	1.3173208e-05	0.6931758	30049	180294
610.0633125305176	6	0.1557789	1.3527764	16.0	0.0	151.0	0.0	0.0010316483	0.0010316483	0.0010316008	0.0010316008	-0.6931227	0.00026160438	2.0148982e-06	1.7302206e-07	0.69312286	30049	210343
692.630441904068	7	0.26633167	2.601589	33.0	0.0	151.0	0.0	0.0017637858	0.0017637858	0.0017637487	0.0017637487	-0.6931472	0.00024187562	8.8299714e-07	2.1262764e-08	0.6931472	30049	240392
777.9805715084076	8	0.03517588	0.49496844	7.0	0.0	151.0	0.0	0.00023295285	0.00023295285	0.00023281843	0.00023281843	-0.69314134	0.0021204439	0.00016858385	6.502101e-05	0.69315815	30049	270441
865.4631750583649	9	0.24623115	2.3965373	25.0	0.0	151.0	0.0	0.0016306699	0.0016306699	0.0016309076	0.0016309076	-0.69303966	0.0044854414	0.00018054114	4.3422795e-05	0.6930577	30049	300490
949.5990610122681	10	0.37688443	2.800515	26.0	0.0	151.0	0.0	0.0024959233	0.0024959233	0.00249665	0.00249665	-0.6935513	0.004676699	0.00021739844	3.586445e-05	0.69357306	30049	330539
1036.031837463379	11	0.085427135	1.2020664	17.0	0.0	151.0	0.0	0.0005657426	0.0005657426	0.0005656094	0.0005656094	-0.6931735	0.0017062019	3.615856e-05	1.2170389e-05	0.6931771	30049	360588
1123.4668576717377	12	0.0050251256	0.070709795	1.0	0.0	151.0	0.0	3.327898e-05	3.327898e-05	3.3306635e-05	3.3306635e-05	-0.6931477	0.00011496702	5.2289906e-06	1.4467508e-06	0.6931481	30049	390637
1206.4478523731232	13	0.2562814	2.752732	36.0	0.0	151.0	0.0	0.0016972278	0.0016972278	0.0016973278	0.0016973278	-0.69322634	0.0009516788	3.636262e-05	5.965361e-06	0.6932298	30049	420686
1291.0121545791626	14	0.040201005	0.5656783	8.0	0.0	151.0	0.0	0.00026623183	0.00026623183	0.0002661319	0.0002661319	-0.69314706	0.0003376595	0.00010675599	1.58888e-05	0.69315785	30049	450735
1377.3571388721466	15	0.18090452	2.056351	28.0	0.0	151.0	0.0	0.0011980432	0.0011980432	0.0011981138	0.0011981138	-0.69306755	0.0008615757	2.320174e-05	8.582832e-06	0.69306993	30049	480784
1463.3569674491882	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.2285482e-06	1.2285482e-06	-0.69316417	0.005824446	5.9422086e-07	1.3631087e-07	0.6931642	30049	510833
1549.321441411972	17	0.08040201	1.1313567	16.0	0.0	151.0	0.0	0.00053246366	0.00053246366	0.0005324483	0.0005324483	-0.6931472	0.00010815262	-2.9771442e-07	8.796738e-11	0.6931472	30049	540882
