Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
35.22034311294556	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.1376968e-06	2.1376968e-06	-0.6900406	0.045538686	0.0038485387	0.0015785166	0.6904254	30049	30049
67.28745722770691	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-7.2105163e-06	-7.2105163e-06	-0.69243014	0.033964127	0.0017109029	0.0006675002	0.6926012	30049	60098
93.42469120025635	2	0.015075377	0.21212932	3.0	0.0	151.0	0.0	9.9836936e-05	9.9836936e-05	9.2990784e-05	9.2990784e-05	-0.6958889	0.055071007	0.00875397	0.01013196	0.6967643	30049	90147
120.47099018096924	3	0.30150753	2.7690954	34.0	0.0	151.0	0.0	0.0019967386	0.0019967386	0.0023276461	0.0023276461	-0.6396351	0.39092976	0.5344227	0.2682638	0.6930773	30049	120196
147.758713722229	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00028956335	0.00028956335	-0.65735954	0.38282114	0.4703497	0.20980085	0.7043946	30049	150245
189.02192950248718	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0003291754	0.0003291754	-0.579934	0.38669312	0.5337082	0.2608022	0.63330483	30049	180294
234.93051886558533	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0004455738	0.0004455738	-0.5813284	0.4626486	0.7346682	0.32597932	0.65479517	30049	210343
273.1019117832184	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0007153163	0.0007153163	-0.55550414	0.49007204	0.74381775	0.36594608	0.6298859	30049	240392
318.68854308128357	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00091337773	0.00091337773	-0.5316426	0.6478701	0.8562173	0.31495133	0.61726433	30049	270441
361.27504205703735	9	0.51758796	4.168371	47.0	0.0	151.0	0.0	0.0034277346	0.0034277346	0.004402992	0.004402992	-0.44269657	0.6073904	0.95813584	0.34273198	0.5385102	30049	300490
406.9184148311615	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00097118213	0.00097118213	-0.4776776	0.5424914	0.89215744	0.32462046	0.5668934	30049	330539
448.58584451675415	11	0.4321608	3.5928702	34.0	0.0	151.0	0.0	0.002861992	0.002861992	0.0037513024	0.0037513024	-0.44983175	0.5494965	0.9961359	0.32337454	0.54944533	30049	360588
