Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
4.159966707229614	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.016497051	-0.016497051	1008	1008
5.586552619934082	1	-0.40931773	0.08911174	-0.2198864	-0.60637116	21.0	0.0	-0.01949132	-0.01949132	-0.014081659	-0.014081659	1008	2016
6.625993490219116	2	-0.42418638	0.0802326	-0.22278915	-0.5906233	21.0	0.0	-0.020199351	-0.020199351	-0.01471121	-0.01471121	1008	3024
7.787569284439087	3	-0.4187465	0.08869719	-0.28619972	-0.61651665	21.0	0.0	-0.019940307	-0.019940307	-0.014136976	-0.014136976	1008	4032
9.052042722702026	4	-0.42289877	0.0760399	-0.25974298	-0.6206954	21.0	0.0	-0.020138036	-0.020138036	-0.014051276	-0.014051276	1008	5040
10.413508176803589	5	-0.41420522	0.08073945	-0.17490394	-0.57711726	21.0	0.0	-0.019724058	-0.019724058	-0.012979146	-0.012979146	1008	6048
11.9530508518219	6	-0.43998715	0.09546115	-0.23431982	-0.6641157	21.0	0.0	-0.020951767	-0.020951767	-0.013646611	-0.013646611	1008	7056
13.528950214385986	7	-0.4133538	0.0831064	-0.22941923	-0.59172636	21.0	0.0	-0.019683516	-0.019683516	-0.011603612	-0.011603612	1008	8064
15.102238178253174	8	-0.424093	0.086061485	-0.25361508	-0.5809638	21.0	0.0	-0.020194905	-0.020194905	-0.012176894	-0.012176894	1008	9072
16.89923667907715	9	-0.41117087	0.096578166	-0.26230413	-0.6717566	21.0	0.0	-0.019579567	-0.019579567	-0.011640259	-0.011640259	1008	10080
18.80212950706482	10	-0.4703795	0.09639498	-0.27605703	-0.6793364	21.0	0.0	-0.022399025	-0.022399025	-0.010981217	-0.010981217	1008	11088
20.83085823059082	11	-0.43971753	0.11554387	-0.14864452	-0.8109917	21.0	0.0	-0.02093893	-0.02093893	-0.01063575	-0.01063575	1008	12096
22.89431595802307	12	-0.42995572	0.10201523	-0.2161216	-0.6748287	21.0	0.0	-0.020474082	-0.020474082	-0.010475364	-0.010475364	1008	13104
25.170687198638916	13	-0.478279	0.10055069	-0.26075667	-0.7779611	21.0	0.0	-0.02277519	-0.02277519	-0.010000187	-0.010000187	1008	14112
27.658902406692505	14	-0.47829357	0.10378506	-0.25880468	-0.8455532	21.0	0.0	-0.022775885	-0.022775885	-0.009491853	-0.009491853	1008	15120
29.976141929626465	15	-0.49745056	0.13727227	-0.25598845	-0.8549395	21.0	0.0	-0.02368812	-0.02368812	-0.010059279	-0.010059279	1008	16128
32.575626611709595	16	-0.48201385	0.11312915	-0.22748356	-0.8828467	21.0	0.0	-0.02295304	-0.02295304	-0.009916212	-0.009916212	1008	17136
35.50903391838074	17	-0.46239218	0.117159	-0.24867557	-0.72663957	21.0	0.0	-0.022018675	-0.022018675	-0.009363174	-0.009363174	1008	18144
37.979377031326294	18	-0.5249612	0.11268596	-0.33474427	-0.87363994	21.0	0.0	-0.024998153	-0.024998153	-0.010042514	-0.010042514	1008	19152
41.05754280090332	19	-0.2849814	1.385369	9.191204	-0.7257552	21.0	0.0	-0.013570543	-0.013570543	0.0005403819	0.0005403819	1008	20160
43.963825702667236	20	0.9610753	4.5124063	19.391129	-0.6651322	21.0	0.0	0.04576549	0.04576549	0.061316855	0.061316855	1008	21168
46.94518280029297	21	0.7231354	5.221562	29.350693	-0.8263816	21.0	0.0	0.034435023	0.034435023	0.049539354	0.049539354	1008	22176
50.23962426185608	22	2.621545	9.947205	49.113358	-0.77547157	21.0	0.0	0.124835484	0.124835484	0.14045346	0.14045346	1008	23184
53.27044415473938	23	3.020773	10.446456	49.167507	-0.75569516	21.0	0.0	0.14384633	0.14384633	0.16116622	0.16116622	1008	24192
56.68955683708191	24	1.9819025	8.732043	49.319855	-0.78189105	21.0	0.0	0.094376296	0.094376296	0.11103637	0.11103637	1008	25200
60.38474798202515	25	2.1698892	10.680164	69.09904	-0.7612807	21.0	0.0	0.10332806	0.10332806	0.12064898	0.12064898	1008	26208
63.836328983306885	26	5.284262	12.159086	49.26169	-0.7114355	21.0	0.0	0.25163153	0.25163153	0.269477	0.269477	1008	27216
67.72392249107361	27	6.2795997	15.487058	59.22777	-0.7516465	21.0	0.0	0.29902855	0.29902855	0.31703985	0.31703985	1008	28224
71.18010520935059	28	12.072422	17.704197	69.06588	-0.81034297	21.0	0.0	0.5748772	0.5748772	0.59409064	0.59409064	1008	29232
75.33895826339722	29	10.400287	16.041616	59.293327	-0.7790733	21.0	0.0	0.49525177	0.49525177	0.5139582	0.5139582	1008	30240
79.07122778892517	30	18.074799	22.331259	79.064026	-0.82818514	21.0	0.0	0.8607047	0.8607047	0.8796074	0.8796074	1008	31248
83.65229821205139	31	16.201853	19.48878	59.105793	-0.91437674	21.0	0.0	0.77151686	0.77151686	0.789244	0.789244	1008	32256
87.65426206588745	32	18.45222	21.588121	79.17764	-0.8347439	21.0	0.0	0.87867725	0.87867725	0.8967406	0.8967406	1008	33264
92.37640571594238	33	26.360098	25.12482	78.92347	-0.79664576	21.0	0.0	1.2552427	1.2552427	1.273786	1.273786	1008	34272
96.76509475708008	34	28.809341	22.785559	79.02552	-0.8245881	21.0	0.0	1.3718733	1.3718733	1.3900045	1.3900045	1008	35280
101.49677681922913	35	41.26051	23.864416	88.99589	-0.6809276	21.0	0.0	1.9647862	1.9647862	1.9834931	1.9834931	1008	36288
106.40903353691101	36	47.055782	23.454998	88.99184	-0.8039167	21.0	0.0	2.2407517	2.2407517	2.2597847	2.2597847	1008	37296
111.34892702102661	37	48.4908	22.951412	88.8988	-0.6745432	21.0	0.0	2.3090856	2.3090856	2.3277235	2.3277235	1008	38304
116.13605976104736	38	44.93236	26.89052	108.736336	-0.84550524	21.0	0.0	2.1396363	2.1396363	2.1581945	2.1581945	1008	39312
120.70814085006714	39	57.99712	24.542873	98.884674	-0.66494906	21.0	0.0	2.7617676	2.7617676	2.7801707	2.7801707	1008	40320
126.47106552124023	40	61.31542	21.827585	108.95438	-0.58351135	21.0	0.0	2.919782	2.919782	2.9380565	2.9380565	1008	41328
132.19603276252747	41	65.46001	22.468786	118.58234	9.275133	21.0	0.0	3.1171434	3.1171434	3.13521	3.13521	1008	42336
137.5876874923706	42	61.47907	23.386087	108.87468	9.390406	21.0	0.0	2.9275749	2.9275749	2.9453056	2.9453056	1008	43344
143.26603889465332	43	63.16209	22.488073	108.62366	9.179125	21.0	0.0	3.0077186	3.0077186	3.0251079	3.0251079	1008	44352
149.24400448799133	44	69.969185	17.159765	98.97265	19.30436	21.0	0.0	3.331866	3.331866	3.3496737	3.3496737	1008	45360
154.96019291877747	45	72.27616	20.342825	108.63316	28.947662	21.0	0.0	3.4417217	3.4417217	3.4591858	3.4591858	1008	46368
