Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
92.38852572441101	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.3523626e-07	1.3523626e-07	-0.6935313	0.0061629256	3.4513596e-05	2.0783113e-05	0.69353473	30049	30049
191.04132986068726	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	6.5497244e-07	6.5497244e-07	-0.6934601	0.008612717	0.00015135563	5.6353e-05	0.6934752	30049	60098
277.49084639549255	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.2866086e-06	1.2866086e-06	-0.69197106	0.007729947	0.0015784975	0.00067481236	0.6921289	30049	90147
358.82456398010254	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1539854e-07	-1.1539854e-07	-0.6931426	0.00062181393	1.6585269e-05	4.0078376e-06	0.6931442	30049	120196
444.3980929851532	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.743525e-08	8.743525e-08	-0.69315094	0.00039111407	8.29946e-07	3.1812914e-07	0.693151	30049	150245
530.294581413269	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.6270704e-07	-5.6270704e-07	-0.6931492	0.0020118325	1.3275976e-06	3.4009664e-09	0.69314927	30049	180294
614.5745334625244	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.1297264e-07	-8.1297264e-07	-0.693155	0.00393489	2.279843e-06	1.5803684e-07	0.6931552	30049	210343
699.3355731964111	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.42390135e-08	1.42390135e-08	-0.69318336	0.008459528	0.0007846581	0.00038000906	0.6932618	30049	240392
785.0501008033752	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.2951672e-08	4.2951672e-08	-0.6931473	0.0006687324	-2.173444e-07	4.5473962e-09	0.6931473	30049	270441
870.2599544525146	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-7.456473e-07	-7.456473e-07	-0.694403	0.0076737637	0.0009497	0.00039727872	0.69449794	30049	300490
955.7248146533966	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2743823e-06	-1.2743823e-06	-0.6933782	0.014085893	8.0121434e-05	2.0513655e-05	0.69338626	30049	330539
1040.622234582901	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.0648197e-07	-5.0648197e-07	-0.6933963	0.0018363146	2.359636e-05	4.410737e-06	0.6933987	30049	360588
1124.9853324890137	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.5723728e-07	2.5723728e-07	-0.6931497	0.0023032364	5.023132e-05	1.2991099e-05	0.6931547	30049	390637
1209.5878455638885	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.4215054e-07	-4.4215054e-07	-0.69343305	0.0038300287	5.6196557e-05	7.737043e-06	0.69343877	30049	420686
1293.2365715503693	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.3308085e-07	-1.3308085e-07	-0.6931475	0.0006414732	-4.872677e-07	1.5314518e-08	0.69314736	30049	450735
1380.0060369968414	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.868196e-07	1.868196e-07	-0.69304526	0.0033280372	0.00029646672	0.0001394795	0.69307494	30049	480784
1468.1358885765076	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8486437e-06	-1.8486437e-06	-0.693652	0.013190689	0.0037042429	0.0017723572	0.6940224	30049	510833
1553.2803070545197	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.519772e-09	8.519772e-09	-0.6931498	0.0012930004	0.0013370463	0.00059304415	0.6932835	30049	540882
1640.4057304859161	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2161297e-08	-1.2161297e-08	-0.6931472	0.00014257478	-7.110009e-07	2.1567297e-09	0.6931471	30049	570931
1728.8030269145966	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2548153e-07	-1.2548153e-07	-0.6931509	0.00338551	0.0006994615	0.00027964843	0.69322085	30049	600980
1815.6623287200928	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.047074e-07	7.047074e-07	-0.69301695	0.004949553	0.0005081905	0.00018151233	0.69306767	30049	631029
1899.734160900116	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.714082e-07	4.714082e-07	-0.6936369	0.004064692	0.0008977911	0.00030956755	0.6937268	30049	661078
1985.911917924881	22	0.025125628	0.29119724	4.0	0.0	151.0	0.0	0.0001663949	0.0001663949	0.00016638686	0.00016638686	-0.6931472	0.000121633304	0.0006275249	0.00027067566	0.69321	30049	691127
2072.1820616722107	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.180647e-07	3.180647e-07	-0.69315207	0.0031252196	0.0002055045	5.582576e-05	0.6931725	30049	721176
2157.7955260276794	24	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.6408312e-07	1.6408312e-07	-0.69314766	0.00085487956	3.3232624e-07	6.555707e-08	0.69314766	30049	751225
2243.160946369171	25	0.11557789	1.6263251	23.0	0.0	151.0	0.0	0.0007654165	0.0007654165	0.00076541497	0.00076541497	-0.6931471	8.434531e-06	1.1488345e-07	2.6423214e-08	0.6931471	30049	781274
2327.8576261997223	26	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.029191e-07	4.029191e-07	-0.69314253	0.0018423835	7.799449e-07	9.3432243e-07	0.69314253	30049	811323
2410.3807203769684	27	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.936839e-07	-2.936839e-07	-0.69320524	0.00087805797	5.716044e-05	2.7461394e-05	0.69321096	30049	841372
2495.2249484062195	28	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.420972e-07	-3.420972e-07	-0.6931481	0.0002254039	0.00077520893	0.00044360312	0.69322574	30049	871421
2577.80615568161	29	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.0114576e-07	1.0114576e-07	-0.69314754	0.001093669	4.5749442e-07	2.1431994e-07	0.69314754	30049	901470
2662.7692420482635	30	0.110552765	1.5556153	22.0	0.0	151.0	0.0	0.00073213753	0.00073213753	0.00073195976	0.00073195976	-0.69314724	0.00033101445	0.00018069946	7.062404e-05	0.6931652	30049	931519
2749.5150816440582	31	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.6637121e-07	-1.6637121e-07	-0.693148	0.0012191831	0.0007402268	0.0005412421	0.6932219	30049	961568
2836.834762573242	32	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.8183814e-08	4.8183814e-08	-0.69314724	0.00012749435	1.0761553e-06	1.1939686e-07	0.69314736	30049	991617
2923.293297290802	33	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.1708054e-07	-5.1708054e-07	-0.69294274	0.0034275206	1.3026706e-06	6.7021307e-07	0.69294286	30049	1021666
3010.05327296257	34	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.3675232e-07	4.3675232e-07	-0.69311357	0.0006051709	3.1995653e-05	1.1423801e-05	0.6931168	30049	1051715
3094.6658732891083	35	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.4349955e-07	3.4349955e-07	-0.6931474	0.0006733238	0.0020786426	0.00112647	0.6933552	30049	1081764
3180.9085414409637	36	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1568269e-07	-1.1568269e-07	-0.6931504	0.002655868	0.0005828723	0.0001088338	0.6932087	30049	1111813
3265.328903198242	37	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.0126886e-08	5.0126886e-08	-0.6931475	0.00084630813	0.00040579887	0.000109875815	0.6931882	30049	1141862
3350.7724919319153	38	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	6.534126e-07	6.534126e-07	-0.6931502	0.0017674717	0.0004548344	0.00015270864	0.69319564	30049	1171911
3437.7302503585815	39	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.48984e-07	-6.48984e-07	-0.6931367	0.0027370953	5.3705655e-05	1.8314297e-05	0.69314206	30049	1201960
3523.8810555934906	40	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.4052948e-08	1.4052948e-08	-0.6931609	0.000200785	6.216217e-05	3.090208e-05	0.6931672	30049	1232009
3606.9175078868866	41	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.178687e-07	3.178687e-07	-0.69316685	0.0035702311	0.00020996944	7.95805e-05	0.69318783	30049	1262058
3692.0477797985077	42	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.09493136e-07	-1.09493136e-07	-0.6931474	0.00052276254	7.403528e-07	3.5031647e-07	0.6931474	30049	1292107
3777.7064366340637	43	0.07537688	1.0606468	15.0	0.0	151.0	0.0	0.00049918465	0.00049918465	0.00049857335	0.00049857335	-0.69314873	0.0018322169	1.9889641e-05	6.186987e-06	0.6931509	30049	1322156
3859.688120365143	44	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.9933962e-08	3.9933962e-08	-0.6931472	0.0001052618	1.6611912e-06	8.5119166e-07	0.69314724	30049	1352205
3941.443885564804	45	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.4169482e-07	-4.4169482e-07	-0.69314826	0.0014783741	4.819354e-09	2.98093e-07	0.6931484	30049	1382254
4023.0107300281525	46	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.945624e-07	-4.945624e-07	-0.69445485	0.0155572435	0.0024611708	0.00075806066	0.6947009	30049	1412303
4105.507571220398	47	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.5966908e-08	5.5966908e-08	-0.6931504	0.0025053911	0.00018860113	0.000101357306	0.6931692	30049	1442352
4174.039353132248	48	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1728843e-06	-1.1728843e-06	-0.6941819	0.013097072	0.0017953503	0.0006782964	0.6943613	30049	1472401
4226.58807182312	49	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.871574e-08	-3.871574e-08	-0.6931472	0.00011295082	3.4474097e-06	1.2729816e-06	0.69314754	30049	1502450
4279.287695646286	50	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.31332e-07	-3.31332e-07	-0.69314706	0.0001151264	0.00045440672	0.00022892162	0.6931926	30049	1532499
4332.788292169571	51	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.715498e-07	-2.715498e-07	-0.69314736	0.0006670054	2.613444e-05	6.760763e-06	0.69315	30049	1562548
4385.340088844299	52	0.020100502	0.28283918	4.0	0.0	151.0	0.0	0.00013311591	0.00013311591	0.00013300084	0.00013300084	-0.6931472	6.1691526e-06	2.7781014e-05	1.33239155e-05	0.69315	30049	1592597
4437.578542232513	53	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.8050737e-08	-4.8050737e-08	-0.69314754	0.0006181216	2.8096945e-05	1.3188089e-05	0.69315016	30049	1622646
4490.076982021332	54	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8706963e-07	-1.8706963e-07	-0.6931474	0.0008846223	0.0004765578	0.00015810625	0.6931951	30049	1652695
4542.141237974167	55	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.5096836e-08	-4.5096836e-08	-0.69314706	0.0003499389	2.027343e-05	9.67121e-06	0.69314927	30049	1682744
4594.59871339798	56	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.3247552e-07	1.3247552e-07	-0.6920691	0.008328935	0.00016630781	4.490979e-05	0.6920856	30049	1712793
