Wall time,Step,Value
1603097651.5137508,10001,-236.24366760253906
1603097746.9215348,20001,-184.30810546875
1603097893.809619,30001,-153.61996459960938
1603098048.522239,40001,-133.82005310058594
1603098200.8873696,50001,-111.80204010009766
1603098323.0739205,60001,-101.90071105957031
1603098436.2908378,70001,-87.97176361083984
1603098558.6485777,80001,-73.66108703613281
1603098665.4124908,90001,-67.1778335571289
1603098771.766756,100001,-65.650390625
1603098883.8311455,110001,-58.49240493774414
1603098982.9814708,120001,-44.43247985839844
1603099131.9523215,130001,-24.92373275756836
1603099406.7520397,140001,-4.7165632247924805
1603099705.1655936,150001,7.961913585662842
1603099918.7716851,160001,29.303516387939453
1603100171.8085814,170001,38.82931137084961
1603100527.9745038,180001,57.057003021240234
1603100885.7956965,190001,58.467491149902344
1603101212.4765308,200001,69.48741912841797
1603101344.6913362,210001,64.80475616455078
1603101467.799171,220001,65.7105484008789
1603101584.2969384,230001,58.85563659667969
1603101684.7890713,240001,63.693458557128906
1603101782.5268025,250001,77.59213256835938
1603101874.173999,260001,93.37439727783203
1603101947.2789512,270001,114.1452407836914
1603102052.2088122,280001,119.25846099853516
1603102153.8796434,290001,108.96358489990234
1603102261.95192,300001,99.3070297241211
1603102346.6917827,310001,94.1529769897461
1603102422.6864288,320001,114.90963745117188
1603102506.656424,330001,137.2032928466797
1603102617.4293854,340001,146.4532928466797
1603102716.9476225,350001,136.26708984375
1603102820.7159615,360001,129.74078369140625
1603102917.8211687,370001,120.34394836425781
1603103010.0931356,380001,106.88871765136719
1603103078.403298,390001,113.29061126708984
1603103151.151478,400001,135.76966857910156
1603103227.8102582,410001,158.81285095214844
1603103313.1197896,420001,155.9499969482422
1603103407.305769,430001,169.89427185058594
1603103467.4722426,440001,172.67633056640625
1603103532.1776042,450001,169.98316955566406
1603103587.6465592,460001,158.1730499267578
1603103638.5077918,470001,142.29727172851562
1603103681.967403,480001,137.87335205078125
1603103718.7721746,490001,135.43807983398438
