Wall time,Step,Value
1603090008.3158872,10001,-235.7349090576172
1603090204.621181,20001,-186.8697967529297
1603090525.7765377,30001,-158.33021545410156
1603091077.1409438,40001,-140.47068786621094
1603091353.2851877,50001,-131.17440795898438
1603091637.6394897,60001,-121.56957244873047
1603091985.2145894,70001,-106.1727523803711
1603093808.528161,80001,-86.70870971679688
1603093921.955307,90001,-74.66214752197266
1603094059.098977,100001,-71.98699951171875
1603094197.2074723,110001,-65.51226806640625
1603094298.7227561,120001,-34.56772232055664
1603094415.4482527,130001,-27.510848999023438
1603094550.2472029,140001,-19.42134666442871
1603094661.0142593,150001,-2.5073013305664062
1603094785.2826855,160001,21.902389526367188
1603094892.407491,170001,50.27372360229492
1603095007.57663,180001,63.63502502441406
1603095128.0110664,190001,68.69184875488281
1603095243.737004,200001,72.59004211425781
1603095339.702211,210001,81.15772247314453
1603095432.0702708,220001,87.59911346435547
1603095541.0192468,230001,92.5948715209961
1603095662.9403396,240001,102.78055572509766
1603095757.2515054,250001,108.09693145751953
1603095880.022594,260001,98.5821762084961
1603095958.086207,270001,92.87744140625
1603096012.2713456,280001,79.4251708984375
1603096088.6189504,290001,102.69513702392578
1603096176.7661288,300001,124.27869415283203
1603096246.6561751,310001,129.39231872558594
1603096308.2436144,320001,159.9114532470703
1603096369.2291565,330001,169.5453643798828
1603096426.0650227,340001,157.6551513671875
1603096486.4645221,350001,167.42921447753906
1603096556.67003,360001,175.40960693359375
1603096628.3799925,370001,159.70587158203125
1603096691.014605,380001,139.84002685546875
1603096752.2968276,390001,139.75277709960938
1603096811.7554717,400001,133.5843963623047
1603096869.149297,410001,97.436279296875
1603096930.7793996,420001,92.8643798828125
1603096998.7699285,430001,93.154052734375
1603097061.4078522,440001,84.08114624023438
1603097121.0387807,450001,108.92155456542969
1603097180.2552948,460001,92.18597412109375
1603097236.5983107,470001,92.5462646484375
1603097297.187005,480001,103.02470397949219
1603097353.2495506,490001,78.46969604492188
