Wall time,Step,Value
1603096150.155649,10001,-217.74757385253906
1603096244.6383343,20001,-176.29617309570312
1603096367.890089,30001,-156.16909790039062
1603096502.5583909,40001,-143.13446044921875
1603096622.2831817,50001,-134.73541259765625
1603096742.728859,60001,-126.07606506347656
1603096851.0574927,70001,-111.501953125
1603096962.067225,80001,-94.14822387695312
1603097097.971165,90001,-96.84355926513672
1603097214.7063608,100001,-77.87272644042969
1603097335.097835,110001,-50.20502853393555
1603097440.4333038,120001,-45.06018829345703
1603097518.0074816,130001,-11.931744575500488
1603097600.872606,140001,7.435357093811035
1603097728.3577867,150001,10.678011894226074
1603097858.3664784,160001,16.267559051513672
1603097962.9493458,170001,29.704072952270508
1603098068.2606714,180001,53.091529846191406
1603098198.1755397,190001,59.72465896606445
1603098296.196485,200001,77.9779281616211
1603098380.96688,210001,86.73163604736328
1603098469.0734813,220001,90.83171844482422
1603098563.0281227,230001,92.17140197753906
1603098628.846528,240001,119.11666107177734
1603098694.9740782,250001,125.8849105834961
1603098763.466933,260001,144.89712524414062
1603098831.1650887,270001,144.11697387695312
1603098888.6799467,280001,118.76821899414062
1603098945.0465858,290001,123.93942260742188
1603099000.554325,300001,136.4869384765625
1603099052.9586816,310001,146.0902099609375
1603099181.6945612,320001,160.76138305664062
1603099333.537936,330001,157.5708770751953
1603099478.8574884,340001,158.38783264160156
1603099631.6921682,350001,153.7612762451172
1603099761.2316504,360001,117.50249481201172
1603099883.1025465,370001,135.53395080566406
1603100019.555391,380001,116.33027648925781
1603100157.886208,390001,120.04621887207031
1603100301.3303125,400001,120.12471008300781
1603100482.9472687,410001,91.87507629394531
1603100654.7976847,420001,97.60475158691406
1603100826.273088,430001,84.18846130371094
1603100985.2683766,440001,85.84074401855469
1603101151.4635844,450001,97.67047119140625
1603101265.736655,460001,112.92019653320312
1603101332.8666444,470001,111.54112243652344
1603101402.2788818,480001,98.8780288696289
1603101472.4578996,490001,101.61463928222656
