Wall time,Step,Value
1603165893.4151597,10001,-231.2572021484375
1603165954.2418673,20001,-182.42942810058594
1603166083.0813808,30001,-152.14683532714844
1603166206.458594,40001,-137.3624267578125
1603166328.6946712,50001,-119.6300277709961
1603166461.4589221,60001,-110.7184829711914
1603166590.2423115,70001,-98.19542694091797
1603166696.4550333,80001,-62.02228927612305
1603166807.4817538,90001,-14.909102439880371
1603166925.3201282,100001,19.224077224731445
1603167038.9111762,110001,48.61448287963867
1603167164.4885461,120001,68.61333465576172
1603167283.7105832,130001,79.15702056884766
1603167390.9260085,140001,80.53962707519531
1603167502.782516,150001,73.03652954101562
1603167618.571967,160001,79.5817642211914
1603167733.4397173,170001,82.89507293701172
1603167847.7633696,180001,79.89694213867188
1603167963.9957497,190001,79.02836608886719
1603168068.1863294,200001,85.46426391601562
1603168179.9938574,210001,85.0582504272461
1603168291.6591222,220001,72.51068115234375
1603168417.6619403,230001,50.60932540893555
1603168533.3120122,240001,22.62262535095215
1603168632.2400546,250001,7.889350891113281
1603168727.6008418,260001,30.082544326782227
1603168816.8942063,270001,51.083824157714844
1603168900.6298134,280001,52.55272674560547
1603168984.502926,290001,22.665328979492188
1603169067.9065452,300001,2.6115288734436035
1603169151.6340225,310001,6.755711555480957
1603169216.6404538,320001,9.492655754089355
1603169288.6752524,330001,-11.136616706848145
1603169360.7412872,340001,-16.14788055419922
1603169420.567467,350001,20.269201278686523
1603169482.8709283,360001,15.390990257263184
1603169548.1331673,370001,-17.08458137512207
1603169618.0759141,380001,-6.691554069519043
1603169702.945345,390001,-32.18914031982422
1603169783.1872506,400001,-75.97555541992188
1603169851.4848642,410001,-67.43913269042969
1603169898.9504495,420001,-68.78787231445312
1603169954.2675269,430001,-82.71521759033203
1603170013.319856,440001,-105.15740966796875
1603170067.1496885,450001,-133.2698211669922
1603170134.7958446,460001,-116.04435729980469
1603170206.707894,470001,-105.22932434082031
1603170283.1852114,480001,-77.02399444580078
1603170349.9639003,490001,-55.157249450683594
