Wall time,Step,Value
1603166044.623414,10001,-207.31024169921875
1603166117.308445,20001,-161.39120483398438
1603166234.3066015,30001,-138.42994689941406
1603166367.3754961,40001,-128.473388671875
1603166482.2003748,50001,-126.53878784179688
1603166599.1132104,60001,-130.67466735839844
1603166695.064527,70001,-97.17701721191406
1603166800.8967912,80001,-90.3140869140625
1603166914.6154943,90001,-76.27159118652344
1603167016.0522,100001,-50.822635650634766
1603167123.9523256,110001,-11.406806945800781
1603167216.1803126,120001,20.498558044433594
1603167322.7818537,130001,34.78569793701172
1603167415.0081306,140001,54.87529754638672
1603167517.7035403,150001,57.02315139770508
1603167635.9974399,160001,51.979209899902344
1603167734.3959105,170001,54.584022521972656
1603167844.57986,180001,55.19194793701172
1603167930.088577,190001,55.86729431152344
1603168013.8893485,200001,59.16706848144531
1603168092.61289,210001,64.12547302246094
1603168177.2990074,220001,74.9896469116211
1603168281.6279328,230001,74.18026733398438
1603168365.9510984,240001,89.17845153808594
1603168446.7873433,250001,69.19725799560547
1603168550.3670251,260001,63.9659538269043
1603168644.9653673,270001,56.7137565612793
1603168721.4740381,280001,42.813358306884766
1603168781.573879,290001,54.13300323486328
1603168846.9405844,300001,59.91773986816406
1603168912.712883,310001,46.483787536621094
1603168975.0124452,320001,61.52849578857422
1603169041.2286096,330001,37.54695129394531
1603169100.217239,340001,-42.22575378417969
1603169154.6513262,350001,-42.94968795776367
1603169203.7142854,360001,-108.77800750732422
1603169249.5952215,370001,-116.89673614501953
1603169296.5525484,380001,-147.93980407714844
1603169343.4798644,390001,-235.61190795898438
1603169388.6944833,400001,-260.49658203125
1603169433.7609682,410001,-274.32257080078125
1603169478.4263642,420001,-232.6219024658203
1603169521.746045,430001,-320.78741455078125
1603169564.8315415,440001,-343.6798400878906
1603169608.896229,450001,-355.2603759765625
1603169652.866873,460001,-344.09698486328125
1603169696.9045346,470001,-357.91131591796875
1603169741.3855028,480001,-363.28350830078125
1603169790.1304722,490001,-335.6658630371094
